,iid,partner,pid,gender,age,age_o,int_corr,samerace,date,exphappy,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr,sinc,intel,fun,amb,shar,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,goal_2.0,goal_3.0,goal_4.0,goal_5.0,goal_6.0,goal_nan
2411,174,4,187.0,0,174.0,174.0,0.71,0,5.0,5.0,9.0,10.0,8.0,8.0,6.0,5.0,5.0,5.0,5.0,5.0,7.0,9.52,23.81,16.67,16.67,16.67,16.67,16.98,16.98,18.87,16.98,13.21,16.98,0,0,1,0,0,0
5334,358,5,365.0,0,358.0,358.0,0.13,0,5.0,5.0,8.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,20.0,10.0,25.0,25.0,10.0,10.0,31.58,10.53,15.79,21.05,10.53,10.53,0,0,0,0,0,0
4131,278,16,267.0,1,278.0,278.0,-0.28,0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,5.0,5.0,6.0,25.0,15.0,20.0,25.0,10.0,5.0,20.0,30.0,10.0,15.0,10.0,15.0,0,0,0,0,0,0
5370,360,5,365.0,0,360.0,360.0,0.27,0,6.0,7.0,8.0,10.0,8.0,8.0,8.0,7.0,8.0,7.0,6.0,7.0,6.0,20.0,30.0,10.0,10.0,10.0,20.0,31.58,10.53,15.79,21.05,10.53,10.53,1,0,0,0,0,0
2870,207,3,216.0,0,207.0,207.0,-0.4,1,3.0,6.0,8.0,8.0,10.0,8.0,9.0,3.0,8.0,8.0,9.0,4.0,5.0,17.31,13.46,17.31,19.23,19.23,13.46,7.5,17.5,20.0,22.5,12.5,20.0,0,0,0,0,0,0
2122,156,3,160.0,0,156.0,156.0,-0.03,1,6.0,6.0,8.0,10.0,10.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0,10.0,14.0,18.0,16.0,18.0,18.0,16.0,16.0,18.0,18.0,18.0,14.0,16.0,1,0,0,0,0,0
7484,512,9,539.0,0,512.0,512.0,0.08,1,3.0,6.0,7.0,8.0,8.0,7.0,7.0,5.0,8.0,8.0,5.0,8.0,3.0,20.0,20.0,20.0,20.0,5.0,15.0,30.0,10.0,20.0,15.0,15.0,10.0,0,0,0,0,0,0
171,18,2,2.0,1,18.0,18.0,0.07,1,6.0,5.0,6.0,8.0,6.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,5.0,33.33,11.11,11.11,11.11,11.11,22.22,45.0,5.0,25.0,20.0,0.0,5.0,0,0,0,0,0,0
3029,215,2,195.0,1,215.0,215.0,0.41,0,4.0,7.0,7.0,8.0,9.0,9.0,9.0,5.0,9.0,8.0,9.0,7.0,9.0,14.89,19.15,21.28,19.15,14.89,10.64,15.38,19.23,19.23,19.23,13.46,13.46,0,0,0,0,0,0
1099,81,2,95.0,0,81.0,81.0,-0.21,1,5.0,5.0,8.0,7.0,8.0,7.0,7.0,3.0,7.0,7.0,5.0,7.0,6.0,10.0,10.0,20.0,20.0,20.0,20.0,18.0,18.0,18.0,19.0,13.0,14.0,0,0,0,1,0,0
6453,419,2,423.0,0,419.0,419.0,0.33,1,2.0,5.0,9.0,8.0,5.0,9.0,3.0,6.0,6.0,6.0,5.0,8.0,3.0,5.0,30.0,20.0,10.0,5.0,30.0,30.0,20.0,30.0,10.0,5.0,5.0,0,0,1,0,0,0
979,73,2,57.0,1,73.0,73.0,-0.58,1,4.0,2.0,7.0,7.0,8.0,7.0,8.0,6.0,8.0,6.0,6.0,6.0,5.0,30.0,10.0,20.0,30.0,0.0,10.0,10.0,20.0,20.0,20.0,15.0,15.0,0,0,0,0,1,0
3383,232,16,209.0,1,232.0,232.0,0.32,0,5.0,4.0,8.0,8.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,7.0,5.0,17.78,17.78,17.78,17.78,13.33,15.56,13.04,21.74,17.39,17.39,15.22,15.22,1,0,0,0,0,0
3223,224,16,209.0,1,224.0,224.0,0.16,0,7.0,5.0,8.0,10.0,8.0,8.0,8.0,5.0,8.0,6.0,7.0,7.0,7.0,17.24,17.24,17.24,17.24,13.79,17.24,13.04,21.74,17.39,17.39,15.22,15.22,0,0,0,0,1,0
282,26,3,42.0,0,26.0,26.0,0.04,0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,5.0,5.0,3.0,7.0,3.0,20.0,20.0,20.0,15.0,15.0,10.0,20.0,25.0,20.0,15.0,10.0,10.0,0,0,0,0,0,0
2736,200,9,222.0,0,200.0,200.0,0.71,1,7.0,5.0,8.0,10.0,8.0,8.0,8.0,3.0,9.0,10.0,4.0,9.0,6.0,13.21,18.87,18.87,16.98,16.98,15.09,9.52,19.05,23.81,19.05,4.76,23.81,0,0,0,0,0,0
5178,349,11,371.0,0,349.0,349.0,0.01,1,4.0,6.0,7.0,8.0,8.0,9.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,25.0,20.0,10.0,20.0,20.0,5.0,40.0,0.0,10.0,50.0,0.0,0.0,0,0,0,0,0,0
3347,230,20,213.0,1,230.0,230.0,0.21,0,7.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,8.0,8.0,8.0,6.0,8.0,23.81,23.81,23.81,23.81,2.38,2.38,15.52,17.24,17.24,17.24,17.24,15.52,1,0,0,0,0,0
5736,378,13,353.0,1,378.0,378.0,-0.37,0,5.0,6.0,6.0,7.0,7.0,9.0,7.0,7.0,10.0,6.0,8.0,5.0,5.0,25.0,15.0,20.0,20.0,10.0,10.0,15.0,10.0,25.0,25.0,10.0,15.0,0,0,0,0,1,0
6496,425,3,418.0,1,425.0,425.0,-0.09,0,4.0,6.0,6.0,9.0,6.0,9.0,9.0,8.0,8.0,9.0,8.0,7.0,7.0,16.0,25.0,20.0,12.0,12.0,15.0,15.0,25.0,20.0,15.0,10.0,15.0,1,0,0,0,0,0
7863,529,14,544.0,0,529.0,529.0,0.12,1,4.0,5.0,6.0,10.0,9.0,7.0,5.0,4.0,6.0,5.0,5.0,5.0,6.0,10.0,25.0,25.0,10.0,10.0,20.0,15.0,25.0,20.0,10.0,10.0,20.0,1,0,0,0,0,0
3101,218,14,207.0,1,218.0,218.0,-0.02,1,4.0,3.0,7.0,6.0,3.0,10.0,10.0,6.0,5.0,6.0,7.0,6.0,4.0,20.51,5.13,23.08,12.82,17.95,20.51,17.31,13.46,17.31,19.23,19.23,13.46,0,0,0,0,0,0
332,29,5,44.0,0,29.0,29.0,-0.41,1,6.0,7.0,6.0,9.0,8.0,7.0,8.0,8.0,6.0,7.0,3.0,7.0,2.0,20.0,22.0,18.0,15.0,15.0,10.0,25.0,15.0,25.0,25.0,15.0,15.0,0,0,0,0,0,0
3024,214,17,210.0,1,214.0,214.0,0.41,1,6.0,6.0,8.0,10.0,10.0,9.0,8.0,9.0,8.0,8.0,8.0,8.0,7.0,17.02,21.28,17.02,21.28,14.89,8.51,20.0,15.56,20.0,15.56,11.11,17.78,0,0,0,0,0,0
7404,508,1,496.0,1,508.0,508.0,0.13,1,5.0,7.0,7.0,8.0,8.0,9.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,18.0,10.0,18.0,18.0,18.0,18.0,20.0,30.0,20.0,20.0,10.0,0.0,0,1,0,0,0,0
364,31,5,44.0,0,31.0,31.0,0.0,1,4.0,5.0,8.0,8.0,9.0,8.0,9.0,4.0,6.0,7.0,5.0,8.0,5.0,35.0,10.0,20.0,20.0,10.0,5.0,25.0,15.0,25.0,25.0,15.0,15.0,0,0,0,0,0,0
8315,550,4,512.0,1,550.0,550.0,0.63,1,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,6.0,4.0,3.0,30.0,3.0,30.0,30.0,3.0,4.0,20.0,20.0,20.0,20.0,5.0,15.0,1,0,0,0,0,0
5210,351,7,367.0,0,351.0,351.0,-0.23,0,5.0,8.0,8.0,10.0,7.0,8.0,9.0,7.0,7.0,7.0,7.0,7.0,8.0,15.0,15.0,30.0,15.0,15.0,10.0,30.0,15.0,20.0,25.0,5.0,5.0,1,0,0,0,0,0
2551,188,4,177.0,1,188.0,188.0,-0.13,1,3.0,6.0,7.0,5.0,7.0,10.0,10.0,3.0,4.0,5.0,5.0,5.0,5.0,15.56,11.11,22.22,15.56,20.0,15.56,15.09,16.98,16.98,16.98,18.87,15.09,1,0,0,0,0,0
2190,160,7,148.0,1,160.0,160.0,-0.16,0,5.0,6.0,8.0,8.0,9.0,8.0,9.0,7.0,8.0,8.0,8.0,8.0,7.0,16.0,18.0,18.0,18.0,14.0,16.0,15.09,16.98,16.98,18.87,18.87,13.21,1,0,0,0,0,0
271,25,8,47.0,0,25.0,25.0,-0.05,1,5.0,5.0,7.0,9.0,7.0,8.0,6.0,3.0,8.0,9.0,8.0,10.0,5.0,20.0,20.0,15.0,15.0,15.0,15.0,20.0,20.0,25.0,25.0,5.0,5.0,0,0,0,0,0,0
5860,385,3,399.0,0,385.0,385.0,0.66,1,5.0,7.0,8.0,8.0,6.0,8.0,6.0,7.0,8.0,8.0,9.0,8.0,7.0,25.0,20.0,20.0,20.0,10.0,5.0,25.0,10.0,20.0,20.0,10.0,15.0,1,0,0,0,0,0
5455,364,12,352.0,1,364.0,364.0,0.05,0,4.0,6.0,8.0,8.0,8.0,9.0,9.0,7.0,9.0,9.0,8.0,8.0,7.0,25.0,25.0,25.0,15.0,10.0,0.0,20.0,20.0,20.0,10.0,10.0,20.0,0,1,0,0,0,0
433,35,10,49.0,0,35.0,35.0,0.18,0,6.0,7.0,8.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,20.0,23.0,23.0,22.0,7.0,5.0,20.0,20.0,20.0,20.0,5.0,15.0,0,0,0,0,0,0
770,54,1,21.0,1,54.0,54.0,-0.2,0,5.0,7.0,8.0,9.0,8.0,8.0,8.0,5.0,7.0,7.0,7.0,7.0,5.0,40.0,20.0,20.0,20.0,0.0,0.0,12.0,18.0,20.0,16.0,16.0,18.0,0,0,0,1,0,0
5287,355,12,372.0,0,355.0,355.0,-0.01,1,4.0,7.0,6.0,10.0,8.0,8.0,8.0,5.0,6.0,7.0,8.0,5.0,5.0,50.0,20.0,10.0,5.0,10.0,5.0,30.0,15.0,15.0,20.0,5.0,15.0,0,0,0,0,0,0
5222,352,1,361.0,0,352.0,352.0,0.41,0,4.0,9.0,9.0,10.0,9.0,9.0,8.0,6.0,6.0,7.0,6.0,6.0,5.0,20.0,20.0,20.0,10.0,10.0,20.0,30.0,20.0,30.0,5.0,5.0,10.0,1,0,0,0,0,0
844,59,7,72.0,0,59.0,59.0,0.21,0,5.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,6.0,0.0,0.0,2.0,2.0,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,16.666666666666668,21.0,20.0,19.0,20.0,10.0,10.0,0,0,0,0,0,1
7183,486,8,473.0,1,486.0,486.0,0.53,0,6.0,8.0,7.0,10.0,8.0,9.0,9.0,5.0,7.0,6.0,4.0,5.0,6.0,20.0,20.0,20.0,15.0,10.0,15.0,15.0,20.0,20.0,15.0,15.0,15.0,0,1,0,0,0,0
7440,510,9,539.0,0,510.0,510.0,0.13,0,7.0,5.0,7.0,9.0,6.0,8.0,4.0,7.0,6.0,7.0,7.0,7.0,6.0,25.0,25.0,25.0,12.0,3.0,10.0,30.0,10.0,20.0,15.0,15.0,10.0,1,0,0,0,0,0
6471,421,4,425.0,0,421.0,421.0,-0.23,0,4.0,7.0,7.0,7.0,6.0,6.0,6.0,2.0,7.0,8.0,5.0,9.0,6.0,20.0,10.0,30.0,20.0,10.0,10.0,16.0,25.0,20.0,12.0,12.0,15.0,0,0,0,0,0,0
2330,169,3,144.0,1,169.0,169.0,0.55,1,6.0,6.0,7.0,9.0,7.0,8.0,7.0,8.0,7.0,8.0,9.0,7.0,9.0,17.78,20.0,17.78,15.56,15.56,13.33,16.0,16.0,16.0,18.0,18.0,16.0,1,0,0,0,0,0
2816,204,9,222.0,0,204.0,204.0,0.22,1,5.0,4.0,9.0,5.0,9.0,10.0,10.0,1.0,6.0,8.0,1.0,2.0,1.0,19.61,15.69,17.65,15.69,17.65,13.73,9.52,19.05,23.81,19.05,4.76,23.81,0,1,0,0,0,0
6051,395,4,400.0,0,395.0,395.0,0.6,1,4.0,4.0,8.0,8.0,7.0,9.0,7.0,8.0,6.0,7.0,7.0,9.0,6.0,20.0,20.0,20.0,10.0,10.0,20.0,70.0,5.0,20.0,3.0,1.0,1.0,0,1,0,0,0,0
6985,473,5,485.0,0,473.0,473.0,-0.12,0,6.0,7.0,7.0,9.0,8.0,10.0,7.0,8.0,9.0,9.0,8.0,7.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,15.0,15.0,1,0,0,0,0,0
6894,467,4,484.0,0,467.0,467.0,0.56,0,2.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,10.0,8.0,6.0,7.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,16.0,16.0,20.0,16.0,16.0,16.0,0,0,0,0,1,0
8267,547,22,530.0,1,547.0,547.0,0.1,0,3.0,6.0,7.0,9.0,8.0,8.0,8.0,3.0,8.0,8.0,5.0,6.0,4.0,25.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,10.0,15.0,5.0,30.0,1,0,0,0,0,0
7187,486,12,477.0,1,486.0,486.0,0.66,1,6.0,8.0,7.0,10.0,8.0,9.0,9.0,4.0,6.0,7.0,7.0,6.0,9.0,20.0,20.0,20.0,15.0,10.0,15.0,16.0,19.0,16.0,17.0,15.0,17.0,0,1,0,0,0,0
7811,527,6,536.0,0,527.0,527.0,0.56,0,4.0,1.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,7.0,7.0,3.0,50.0,20.0,10.0,5.0,10.0,5.0,30.0,20.0,20.0,20.0,10.0,0.0,0,0,0,0,0,0
620,46,3,23.0,1,46.0,46.0,-0.52,0,6.0,7.0,7.0,8.0,5.0,7.0,7.0,6.0,8.0,9.0,8.0,8.0,9.0,20.0,35.0,20.0,10.0,10.0,5.0,10.0,20.0,40.0,10.0,10.0,10.0,1,0,0,0,0,0
4937,332,4,325.0,1,332.0,332.0,0.37,0,7.0,7.0,5.0,10.0,6.0,6.0,10.0,5.0,10.0,9.0,10.0,8.0,8.0,60.0,10.0,10.0,10.0,5.0,5.0,10.0,20.0,20.0,10.0,10.0,30.0,0,1,0,0,0,0
2554,188,7,180.0,1,188.0,188.0,-0.07,0,3.0,6.0,7.0,5.0,7.0,10.0,10.0,8.0,8.0,5.0,8.0,5.0,8.0,15.56,11.11,22.22,15.56,20.0,15.56,15.38,17.31,17.31,19.23,13.46,17.31,1,0,0,0,0,0
218,22,3,42.0,0,22.0,22.0,0.44,0,6.0,4.0,7.0,8.0,7.0,8.0,7.0,5.0,6.0,6.0,5.0,6.0,3.0,20.0,20.0,20.0,10.0,10.0,20.0,20.0,25.0,20.0,15.0,10.0,10.0,0,0,0,0,0,0
3319,229,12,205.0,1,229.0,229.0,0.55,1,6.0,3.0,8.0,7.0,5.0,10.0,10.0,3.0,5.0,4.0,2.0,3.0,3.0,21.43,16.67,21.43,16.67,11.9,11.9,15.38,17.31,19.23,19.23,11.54,17.31,0,0,0,0,0,0
3258,226,11,204.0,1,226.0,226.0,0.53,1,3.0,3.0,10.0,10.0,10.0,10.0,10.0,3.0,3.0,5.0,7.0,6.0,6.0,25.64,17.95,15.38,20.51,10.26,10.26,19.61,15.69,17.65,15.69,17.65,13.73,1,0,0,0,0,0
898,65,1,66.0,0,65.0,65.0,0.48,0,5.0,7.0,7.0,9.0,9.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,6.0,17.0,17.0,17.0,17.0,17.0,15.0,20.0,25.0,15.0,15.0,53.0,20.0,1,0,0,0,0,0
5749,379,6,402.0,0,379.0,379.0,0.14,0,7.0,5.0,6.0,9.0,6.0,8.0,9.0,7.0,9.0,9.0,8.0,9.0,5.0,15.0,15.0,20.0,15.0,15.0,20.0,25.0,20.0,15.0,25.0,10.0,5.0,1,0,0,0,0,0
3444,238,1,243.0,0,238.0,238.0,0.28,1,2.0,5.0,10.0,9.0,10.0,9.0,8.0,8.0,8.0,9.0,8.0,9.0,7.0,15.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,20.0,25.0,5.0,10.0,0,0,0,0,0,0
115,12,6,6.0,1,12.0,12.0,0.37,0,1.0,7.0,9.0,9.0,9.0,10.0,9.0,6.0,8.0,10.0,6.0,7.0,6.0,60.0,0.0,0.0,40.0,0.0,0.0,10.0,25.0,20.0,25.0,5.0,15.0,0,0,0,0,0,0
1542,105,13,88.0,1,105.0,105.0,0.15,0,7.0,5.0,8.0,7.0,9.0,8.0,6.0,7.0,8.0,8.0,8.0,7.0,7.0,30.0,15.0,20.0,20.0,0.0,5.0,15.0,15.0,20.0,15.0,20.0,15.0,1,0,0,0,0,0
6324,410,5,383.0,1,410.0,410.0,-0.2,1,5.0,5.0,7.0,10.0,6.0,10.0,10.0,6.0,10.0,4.0,5.0,6.0,4.0,20.0,20.0,20.0,20.0,10.0,10.0,25.0,20.0,10.0,20.0,15.0,10.0,0,0,0,0,0,0
8304,549,15,523.0,1,549.0,549.0,0.4,0,7.0,5.0,7.0,10.0,8.0,9.0,9.0,3.0,7.0,6.0,8.0,9.0,5.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,25.0,20.0,20.0,5.0,20.0,0,0,0,0,0,0
3826,264,5,277.0,0,264.0,264.0,0.48,1,6.0,3.0,8.0,7.0,8.0,9.0,5.0,6.0,6.0,7.0,7.0,6.0,6.0,15.0,15.0,25.0,20.0,5.0,20.0,60.0,20.0,0.0,20.0,0.0,0.0,0,0,0,0,0,0
6571,433,6,445.0,0,433.0,433.0,0.13,0,6.0,5.0,8.0,6.0,7.0,8.0,5.0,7.0,7.0,7.0,6.0,5.0,3.0,20.0,20.0,20.0,20.0,10.0,10.0,40.0,12.0,18.0,12.0,6.0,12.0,1,0,0,0,0,0
7543,515,2,532.0,0,515.0,515.0,0.07,0,6.0,6.0,8.0,10.0,8.0,10.0,8.0,4.0,7.0,9.0,6.0,8.0,3.0,20.0,20.0,20.0,15.0,10.0,15.0,25.0,20.0,20.0,20.0,5.0,10.0,0,0,0,0,0,0
5930,388,16,412.0,0,388.0,388.0,0.08,1,4.0,4.0,8.0,8.0,7.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,5.0,22.0,17.0,15.0,15.0,15.0,16.0,75.0,5.0,5.0,5.0,5.0,5.0,1,0,0,0,0,0
5864,385,7,403.0,0,385.0,385.0,-0.14,1,5.0,7.0,8.0,8.0,6.0,8.0,6.0,4.0,10.0,10.0,4.0,4.0,6.0,25.0,20.0,20.0,20.0,10.0,5.0,20.0,25.0,20.0,15.0,5.0,15.0,1,0,0,0,0,0
7662,520,11,541.0,0,520.0,520.0,-0.16,0,7.0,5.0,8.0,9.0,7.0,8.0,5.0,4.0,7.0,7.0,5.0,6.0,6.0,25.0,15.0,25.0,15.0,10.0,10.0,40.0,30.0,0.0,20.0,0.0,10.0,0,0,0,0,0,0
2977,212,10,223.0,0,212.0,212.0,0.12,0,5.0,5.0,7.0,9.0,7.0,8.0,9.0,6.0,7.0,8.0,7.0,8.0,6.0,14.29,18.37,18.37,16.33,18.37,14.29,17.39,17.39,19.57,19.57,10.87,15.22,0,0,0,0,0,0
7091,480,6,486.0,0,480.0,480.0,0.55,0,4.0,4.0,8.0,9.0,10.0,8.0,7.0,4.0,10.0,9.0,8.0,9.0,8.0,16.0,18.0,18.0,20.0,12.0,16.0,20.0,20.0,20.0,15.0,10.0,15.0,0,0,0,0,0,0
6585,434,6,445.0,0,434.0,434.0,0.13,1,4.0,3.0,7.0,7.0,8.0,6.0,4.0,7.0,9.0,7.0,7.0,7.0,7.0,30.0,15.0,15.0,30.0,0.0,10.0,40.0,12.0,18.0,12.0,6.0,12.0,0,0,0,0,0,0
4190,281,12,263.0,1,281.0,281.0,0.64,0,5.0,2.0,7.0,8.0,6.0,8.0,5.0,6.0,7.0,9.0,7.0,8.0,6.0,20.0,20.0,20.0,15.0,5.0,20.0,20.0,20.0,20.0,10.0,20.0,10.0,0,0,0,0,1,0
3679,257,5,277.0,0,257.0,257.0,0.55,1,5.0,3.0,7.0,9.0,7.0,9.0,10.0,5.0,6.0,6.0,6.0,6.0,7.0,22.0,14.0,30.0,10.0,14.0,10.0,60.0,20.0,0.0,20.0,0.0,0.0,1,0,0,0,0,0
4125,278,10,261.0,1,278.0,278.0,0.68,0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,6.0,5.0,5.0,2.0,25.0,15.0,20.0,25.0,10.0,5.0,15.0,20.0,20.0,20.0,15.0,10.0,0,0,0,0,0,0
2443,177,6,189.0,0,177.0,177.0,0.05,0,5.0,6.0,9.0,9.0,8.0,9.0,9.0,4.0,6.0,6.0,3.0,5.0,4.0,15.09,16.98,16.98,16.98,18.87,15.09,16.98,16.98,16.98,16.98,16.98,15.09,1,0,0,0,0,0
1569,107,4,79.0,1,107.0,107.0,0.52,0,4.0,6.0,7.0,9.0,9.0,9.0,6.0,6.0,8.0,9.0,7.0,6.0,5.0,19.0,24.0,21.0,23.0,5.0,8.0,10.0,20.0,15.0,20.0,20.0,15.0,0,0,0,0,0,0
507,40,4,24.0,1,40.0,40.0,-0.31,0,7.0,3.0,3.0,10.0,8.0,9.0,5.0,5.0,10.0,9.0,9.0,8.0,5.0,25.0,20.0,25.0,20.0,10.0,0.0,10.0,20.0,20.0,15.0,20.0,15.0,1,0,0,0,0,0
8088,539,19,527.0,1,539.0,539.0,0.13,0,4.0,7.0,8.0,8.0,9.0,10.0,10.0,5.0,7.0,8.0,8.0,8.0,5.0,30.0,10.0,20.0,15.0,15.0,10.0,50.0,20.0,10.0,5.0,10.0,5.0,0,0,0,0,0,0
328,29,1,40.0,0,29.0,29.0,0.11,0,6.0,7.0,6.0,9.0,8.0,7.0,8.0,4.0,9.0,4.0,4.0,5.0,6.0,20.0,22.0,18.0,15.0,15.0,10.0,25.0,20.0,25.0,20.0,10.0,0.0,0,0,0,0,0,0
2549,188,2,175.0,1,188.0,188.0,0.43,0,3.0,6.0,7.0,5.0,7.0,10.0,10.0,6.0,5.0,6.0,5.0,5.0,5.0,15.56,11.11,22.22,15.56,20.0,15.56,12.24,20.41,16.33,14.29,20.41,16.33,1,0,0,0,0,0
6762,449,9,438.0,1,449.0,449.0,0.12,0,3.0,5.0,7.0,10.0,10.0,10.0,8.0,7.0,9.0,8.0,8.0,7.0,6.0,55.0,2.0,1.0,40.0,1.0,1.0,14.0,15.0,16.0,17.0,18.0,20.0,0,0,0,0,0,0
551,42,10,30.0,1,42.0,42.0,0.46,0,7.0,6.0,6.0,9.0,6.0,8.0,4.0,4.0,7.0,7.0,6.0,6.0,6.0,20.0,25.0,20.0,15.0,10.0,10.0,10.0,20.0,20.0,20.0,20.0,10.0,1,0,0,0,0,0
5302,356,9,369.0,0,356.0,356.0,0.42,1,7.0,4.0,7.0,10.0,8.0,9.0,6.0,6.0,7.0,7.0,7.0,7.0,6.0,15.0,25.0,20.0,20.0,0.0,20.0,17.0,18.0,28.0,27.0,5.0,5.0,0,0,0,0,0,0
3870,266,7,279.0,0,266.0,266.0,0.17,1,7.0,4.0,8.0,8.0,7.0,7.0,4.0,7.0,9.0,9.0,6.0,5.0,3.0,25.0,20.0,20.0,25.0,0.0,10.0,27.0,15.0,28.0,10.0,10.0,10.0,1,0,0,0,0,0
1453,100,14,89.0,1,100.0,100.0,0.13,0,3.0,5.0,7.0,8.0,8.0,9.0,6.0,9.0,8.0,8.0,9.0,8.0,7.0,20.0,25.0,25.0,15.0,5.0,10.0,25.0,15.0,20.0,20.0,20.0,0.0,0,0,0,0,0,0
342,29,15,54.0,0,29.0,29.0,-0.16,1,6.0,7.0,6.0,9.0,8.0,7.0,8.0,6.0,7.0,6.0,4.0,6.0,5.0,20.0,22.0,18.0,15.0,15.0,10.0,40.0,20.0,20.0,20.0,0.0,0.0,0,0,0,0,0,0
3392,233,5,198.0,1,233.0,233.0,0.44,1,3.0,7.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,6.0,14.0,20.0,18.0,16.0,14.0,18.0,15.38,19.23,17.31,19.23,9.62,19.23,0,0,0,0,0,0
5580,370,17,357.0,1,370.0,370.0,0.21,0,4.0,7.0,8.0,6.0,9.0,9.0,9.0,9.0,7.0,7.0,6.0,6.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,15.0,20.0,20.0,20.0,20.0,5.0,0,1,0,0,0,0
3680,257,6,278.0,0,257.0,257.0,0.88,1,5.0,3.0,7.0,9.0,7.0,9.0,10.0,2.0,7.0,8.0,5.0,8.0,0.0,22.0,14.0,30.0,10.0,14.0,10.0,25.0,15.0,20.0,25.0,10.0,5.0,1,0,0,0,0,0
1158,84,7,100.0,0,84.0,84.0,0.62,0,4.0,7.0,7.0,9.0,7.0,8.0,5.0,2.0,5.0,7.0,4.0,7.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,20.0,25.0,25.0,15.0,5.0,10.0,1,0,0,0,0,0
926,67,9,64.0,1,67.0,67.0,0.39,0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,6.0,6.0,8.0,6.0,7.0,6.0,20.0,15.0,20.0,20.0,5.0,10.0,10.0,25.0,25.0,10.0,10.0,20.0,0,0,0,0,1,0
7809,527,4,534.0,0,527.0,527.0,0.38,1,4.0,1.0,10.0,10.0,10.0,10.0,10.0,4.0,6.0,8.0,3.0,5.0,2.0,50.0,20.0,10.0,5.0,10.0,5.0,30.0,30.0,30.0,5.0,2.0,3.0,0,0,0,0,0,0
2712,199,5,218.0,0,199.0,199.0,0.42,1,5.0,4.0,9.0,7.0,7.0,9.0,9.0,4.0,9.0,9.0,4.0,9.0,4.0,17.5,17.5,20.0,12.5,20.0,12.5,20.51,5.13,23.08,12.82,17.95,20.51,0,0,1,0,0,0
8138,542,3,511.0,1,542.0,542.0,-0.03,1,5.0,8.0,8.0,9.0,8.0,8.0,9.0,4.0,5.0,8.0,6.0,7.0,9.0,25.0,15.0,20.0,20.0,10.0,10.0,20.0,10.0,10.0,30.0,15.0,15.0,1,0,0,0,0,0
4516,298,9,316.0,0,298.0,298.0,0.25,1,6.0,1.0,7.0,10.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,30.0,20.0,10.0,15.0,15.0,25.0,20.0,15.0,25.0,10.0,5.0,1,0,0,0,0,0
6995,473,15,495.0,0,473.0,473.0,0.03,0,6.0,7.0,7.0,9.0,8.0,10.0,7.0,8.0,8.0,10.0,10.0,9.0,8.0,15.0,20.0,20.0,15.0,15.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,1,0,0,0,0,0
7311,495,1,466.0,1,495.0,495.0,-0.05,0,2.0,6.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,7.0,5.0,7.0,20.0,20.0,20.0,15.0,15.0,10.0,10.0,20.0,20.0,15.0,20.0,15.0,1,0,0,0,0,0
3243,225,16,209.0,1,225.0,225.0,0.09,0,7.0,4.0,5.0,9.0,7.0,6.0,7.0,6.0,8.0,7.0,8.0,7.0,7.0,14.71,14.71,14.71,14.71,20.59,20.59,13.04,21.74,17.39,17.39,15.22,15.22,0,0,0,0,0,0
